uuid,image_0_url,image_0_description,image_1_url,image_1_description,instructions
24c77ab9-f14b-486b-8c02-6eafdfd9acda,https://banodoco.s3.amazonaws.com/24c77ab9-f14b-486b-8c02-6eafdfd9acda_0.png,"The character in the image is wearing a hardhat and looking at the camera. He has a thoughtful expression on his face, as if he's thinking about something or contemplating their next move. His body position is upright, with his head tilted slightly to the side. There is a slight angle between his head and shoulders, suggesting that he's not looking directly at the camera.",https://banodoco.s3.amazonaws.com/24c77ab9-f14b-486b-8c02-6eafdfd9acda_1.png,"The character in the image is wearing a hardhat and looking at the camera. He has a smiling expression on his face, which suggests that he's thinking about something or contemplating their next move. His body position is upright, with his head tilted slightly to the side. It appears as if he's facing away from the camera, suggesting that they aren't looking directly at the camera.","Transition your thoughtful expression to a gentle smile. Turn your head more to the side, increasingly distancing your gaze from the camera. Maintain your upright body position."
72ed54eb-0ef0-4f11-9695-9d8fa1120467,https://banodoco.s3.amazonaws.com/72ed54eb-0ef0-4f11-9695-9d8fa1120467_0.png,"The character in the image is wearing a hardhat and looking at the camera. He has a smiling expression on his face, which suggests that he's thinking about something or contemplating their next move. His body position is upright, with his head tilted slightly to the side. It appears as if he's facing away from the camera, suggesting that they aren't looking directly at the camera.",https://banodoco.s3.amazonaws.com/72ed54eb-0ef0-4f11-9695-9d8fa1120467_1.png,"The character in the image is wearing a hardhat and looking at the camera. He has a smiling expression on his face, which suggests that he's thinking about something or contemplating their next move. His body position is upright, with his head tilted slightly to the side. This indicates that he's not looking directly at the camera, suggesting that they're not looking at the camera as well.",The descriptions appear to be the same. No changes are needed.
0e5d8913-bce4-4f4f-999c-e1aabb2633e4,https://banodoco.s3.amazonaws.com/0e5d8913-bce4-4f4f-999c-e1aabb2633e4_0.png,"The character in the image has a serious expression on their face, as if they're engaged in an important task. Their body position is upright, with their head tilted slightly to the side. They appear to be looking at the camera, which may indicate that they're taking a photo or video of the construction site. However, it's unclear whether they're looking directly at the camera or not.",https://banodoco.s3.amazonaws.com/0e5d8913-bce4-4f4f-999c-e1aabb2633e4_1.png,"The character in the image has a serious expression on their face, as if they're engaged in an important task. Their body position is upright, with their head tilted slightly to the side. They appear to be looking at the camera, which may indicate that they're taking a photo or video of the construction site.",No change in instruction is necessary as both descriptions are precisely the same.
1a941445-d1eb-4e7c-8a0c-c4880a0efb21,https://banodoco.s3.amazonaws.com/1a941445-d1eb-4e7c-8a0c-c4880a0efb21_0.png,"The character in the image has a serious expression on their face, as if they're engaged in an important task. Their body position is upright, with their head tilted slightly to the side. They appear to be looking at the camera, which may indicate that they're taking a photo or video of the construction site.",https://banodoco.s3.amazonaws.com/1a941445-d1eb-4e7c-8a0c-c4880a0efb21_1.png,"The character in the image has a neutral facial expression and is standing with their back to the camera. They're holding a tablet device, which may indicate that they're using it for work or personal purposes. Their body position suggests that they're not looking directly at the camera, suggesting that they aren't actively engaging with the camera.",Relax your facial expression to neutral. Rotate your body 180 degrees to face away from the camera. Hold a tablet.
66a663b7-2d18-4e0f-925d-c38ed45f551a,https://banodoco.s3.amazonaws.com/66a663b7-2d18-4e0f-925d-c38ed45f551a_0.png,"The character in the image has a neutral facial expression and body position. They're looking at the camera with their eyes closed, which suggests that they're not looking at the camera directly. However, it's possible that they're looking at the camera from a different angle or perspective.",https://banodoco.s3.amazonaws.com/66a663b7-2d18-4e0f-925d-c38ed45f551a_1.png,"The character in the image has a neutral facial expression and body position, with their head tilted slightly to the side. They're looking directly at the camera, which suggests that they're interested in the subject of the photo. However, it's not clear whether they're looking at the camera or not.",Tilt your head slightly to the side. Open your eyes and gaze directly at the camera.
42a9667f-db84-46aa-8aad-fa1623edd0ab,https://banodoco.s3.amazonaws.com/42a9667f-db84-46aa-8aad-fa1623edd0ab_0.png,"The character in the image has a neutral facial expression and body position, with their head tilted slightly to the side. They're looking directly at the camera, which suggests that they're interested in the subject of the photo. However, it's not clear whether they're looking at the camera or not.",https://banodoco.s3.amazonaws.com/42a9667f-db84-46aa-8aad-fa1623edd0ab_1.png,"The character in the image has a neutral facial expression and body position, with their head tilted slightly towards the camera. They appear to be looking at the camera from a distance, which suggests that they're not looking directly at the camera. However, it's possible that they're looking at the camera from a different angle or perspective.","Maintain neutral face and body. Tilt your head slightly towards the camera. Focus your gaze not directly at the camera, but as if viewing from afar, possibly at a different angle."
9f0cfcd2-014c-4a17-8fdc-f8b817b51b25,https://banodoco.s3.amazonaws.com/9f0cfcd2-014c-4a17-8fdc-f8b817b51b25_0.png,"The woman in the image is looking at the camera with a surprised expression. Her body position is upright and her head is tilted slightly to the side, suggesting that she's not looking directly at the camera. However, it's unclear whether she's looking directly at the camera or away from it.",https://banodoco.s3.amazonaws.com/9f0cfcd2-014c-4a17-8fdc-f8b817b51b25_1.png,"The character in the image has a relaxed facial expression and body position, with her hands clasped behind her head. She appears to be looking directly at the camera, which suggests that she is engaged in some sort of meditation or prayer.","""Relax your facial expression, uncross your body and clasp your hands behind your head. Lock your eyes with the camera, suggesting peaceful engagement."""
354f8715-f033-44c1-8416-4ddb18397939,https://banodoco.s3.amazonaws.com/354f8715-f033-44c1-8416-4ddb18397939_0.png,"The character in the image has a relaxed facial expression and body position, with her hands clasped behind her head. She appears to be looking directly at the camera, which suggests that she is engaged in some sort of meditation or prayer.",https://banodoco.s3.amazonaws.com/354f8715-f033-44c1-8416-4ddb18397939_1.png,"The character in the image has a neutral facial expression and is standing on a green background. They are looking at the camera, which indicates that they're interested in the subject of the photo or video. However, their body position suggests that they may not be looking directly at the camera.","""Drop your hands to your sides. Stand straight, maintaining engagement with the camera. Tilt your head slightly to imply indirect gaze. Adopt a neutral facial expression."""
6cd78dda-7b88-4e31-b7bf-b1415ccabd21,https://banodoco.s3.amazonaws.com/6cd78dda-7b88-4e31-b7bf-b1415ccabd21_0.png,"The character in the image has a serious expression on their face and is looking at the camera. Their body position is upright, with their head tilted slightly to the side. They are wearing a suit and a tie, which suggests that they are working in an office or business setting. There is no sign of them looking at the camera, suggesting that they are not looking directly at the camera.",https://banodoco.s3.amazonaws.com/6cd78dda-7b88-4e31-b7bf-b1415ccabd21_1.png,"The character in the image has a neutral facial expression and body position, with their head tilted slightly to the side. They are looking away from the camera, which suggests that they're not looking at the camera directly. However, it's possible that they're looking at the camera indirectly through another object or person.",Relax your face to a neutral expression. Shift your gaze away from the camera. Maintain your head tilt and upright stance.
01693d09-0778-46e9-88a9-f1668e5e4fee,https://banodoco.s3.amazonaws.com/01693d09-0778-46e9-88a9-f1668e5e4fee_0.png,"The character in the image has a neutral facial expression and body position, with their head tilted slightly to the side. They are looking away from the camera, which suggests that they're not looking at the camera directly. However, it's possible that they're looking at the camera indirectly through another object or person.",https://banodoco.s3.amazonaws.com/01693d09-0778-46e9-88a9-f1668e5e4fee_1.png,"The character in the image has a serious expression on their face, as if they're contemplating something important. Their body position is upright, with their head tilted slightly to the side. They appear to be looking at the camera, which suggests that they're focused on what they're doing and aren't distracted by anything else around them.","Adopt a serious facial expression as if contemplating. Adjust your body to an upright position. Direct your gaze to the camera, showing focus."
d6db0e58-b88d-43bd-bdcf-4f9de810ddc8,https://banodoco.s3.amazonaws.com/d6db0e58-b88d-43bd-bdcf-4f9de810ddc8_0.png,"The character in the image has a serious expression on their face. They appear to be staring at the camera, which may indicate that they're contemplating something or are thinking deeply about something. Their body position is also similar to that of a stare, with their head tilted slightly downwards and their eyes looking away from the camera.",https://banodoco.s3.amazonaws.com/d6db0e58-b88d-43bd-bdcf-4f9de810ddc8_1.png,"The character in the image has a serious expression on their face. They appear to be looking at the camera, which may indicate that they're focused on something important or contemplative. Their body position is also similar to that of a person staring off into space and not looking directly at the camera.","Lift your head slightly, shift your gaze to look past the camera as if lost in thought."
1a3c51e4-e5d9-4257-b91d-6c1d877f3be4,https://banodoco.s3.amazonaws.com/1a3c51e4-e5d9-4257-b91d-6c1d877f3be4_0.png,"The character in the image has a serious expression on their face. They appear to be looking at the camera, which may indicate that they're focused on something important or contemplative. Their body position is also similar to that of a person staring off into space and not looking directly at the camera.",https://banodoco.s3.amazonaws.com/1a3c51e4-e5d9-4257-b91d-6c1d877f3be4_1.png,"The character in the image has a serious expression on their face. They appear to be looking at the camera, which may indicate that they're focused on something important or contemplative. Their body position is also similar to that of a person staring off into space and not looking directly at the camera.",No instructions are needed as both descriptions are identical.
50985d10-86b2-4e32-8dda-33e56e7db3be,https://banodoco.s3.amazonaws.com/50985d10-86b2-4e32-8dda-33e56e7db3be_0.png,"The character in the image has a frowning expression on their face and is standing with their back to the camera. They're looking at the camera as if they're trying to hide something from the camera, which may indicate that they're not looking at the camera directly. However, it's unclear whether or not they're actually looking at the camera.",https://banodoco.s3.amazonaws.com/50985d10-86b2-4e32-8dda-33e56e7db3be_1.png,"The character in the image is looking at the camera with a confused expression. Her face is frowning and her hands are clasped behind her back, suggesting that she's worried about something or someone. She may be experiencing some sort of fear or anxiety, which can be conveyed through her facial expression and body position. However, it's unclear whether she's looking directly at the camera or not.",Maintain your frown; turn to face the camera. Show confusion in your eyes. Clasp your hands behind your back. Keep your gaze ambiguous.
4d13517f-5aba-4866-beb1-b61886db73f6,https://banodoco.s3.amazonaws.com/4d13517f-5aba-4866-beb1-b61886db73f6_0.png,"The character in the image is looking at the camera with a confused expression. Her face is frowning and her hands are clasped behind her back, suggesting that she's worried about something or someone. She may be experiencing some sort of fear or anxiety, which can be conveyed through her facial expression and body position. However, it's unclear whether she's looking directly at the camera or not.",https://banodoco.s3.amazonaws.com/4d13517f-5aba-4866-beb1-b61886db73f6_1.png,"The character in the image has a frowning expression on their face, as if they're trying to hide their emotions. Their hands are clasped behind their head, suggesting that they're praying or meditating for some reason. They also appear to be looking away from the camera, which may indicate that they're not looking directly at the camera.",Shift your gaze away from the camera. Change hand placement from behind your back to behind your head. Maintain your frowning expression.
4649a953-ccaf-46bc-a42d-c4023a069408,https://banodoco.s3.amazonaws.com/4649a953-ccaf-46bc-a42d-c4023a069408_0.png,"The character in the image has a frowning expression on their face, as if they're annoyed or frustrated. They are standing with their arms crossed over their chest, which suggests that they're not looking directly at the camera. However, there is no indication that they're looking away from the camera, suggesting that they may be focused on something other than the camera.",https://banodoco.s3.amazonaws.com/4649a953-ccaf-46bc-a42d-c4023a069408_1.png,"The character in the image has a thoughtful expression on their face, as if they're thinking about something. Their body position is upright with their hands resting on their hips and shoulders. They appear to be looking at the camera, which may indicate that they're taking a photo or recording an interview. However, it's unclear whether they're looking directly at the camera or not.",Shift from frown to thoughtful expression. Uncross arms and place hands on hips. Focus your gaze directly on camera.
2f660cfb-adcc-4cf2-9f77-fe7b382a94b5,https://banodoco.s3.amazonaws.com/2f660cfb-adcc-4cf2-9f77-fe7b382a94b5_0.png,"The character in the image has a thoughtful expression on their face, as if they're thinking about something. Their body position is upright with their hands resting on their hips and shoulders. They appear to be looking at the camera, which may indicate that they're taking a photo or recording an interview. However, it's unclear whether they're looking directly at the camera or not.",https://banodoco.s3.amazonaws.com/2f660cfb-adcc-4cf2-9f77-fe7b382a94b5_1.png,"The character in the image has a thoughtful facial expression and body position. She is standing on a green background with her hand on her chin, which suggests that she's thinking about something or contemplating something. Her face is slightly tilted towards the camera, suggesting that she's looking at the camera for some reason. However, it's unclear whether she's looking directly at the camera or not.","Remove hands from hips, place one on your chin. Tilt face towards the camera slightly. Keep your thoughtful expression and stay focused on the camera."
eb7c049a-4c70-4840-9845-22abb81434bd,https://banodoco.s3.amazonaws.com/eb7c049a-4c70-4840-9845-22abb81434bd_0.png,"The character in the image has a neutral facial expression and is looking away from the camera. They may be contemplating something, or they may be taking a moment to focus on their surroundings. It's unclear whether this character is looking directly at the camera or not.",https://banodoco.s3.amazonaws.com/eb7c049a-4c70-4840-9845-22abb81434bd_1.png,"The woman in the image has a smile on her face and is looking up at the camera. Her body position is upright, with her head tilted slightly to the side. She appears to be relaxed and enjoying the scenery around her, which may indicate that she's having a good time outdoors.",Shift focus to the camera. Tilt your head slightly to the side. Stand upright. Relax your body. Smile.
3a42c72d-3bb5-47ec-b76d-b7dc2ed443fa,https://banodoco.s3.amazonaws.com/3a42c72d-3bb5-47ec-b76d-b7dc2ed443fa_0.png,"The woman in the image has a smile on her face and is looking up at the camera. Her body position is upright, with her head tilted slightly to the side. She appears to be relaxed and enjoying the scenery around her, which may indicate that she's having a good time outdoors.",https://banodoco.s3.amazonaws.com/3a42c72d-3bb5-47ec-b76d-b7dc2ed443fa_1.png,"The woman in the image has a smile on her face and is looking up at the camera. Her body position is upright, with her head tilted slightly to the side. She appears to be enjoying the scenery around her, which may suggest that she's taking a break from work or spending time outdoors. However, it's unclear whether she's looking directly at the camera or not.",Maintain your smile and upright body position. Keep your head slightly tilted but shift your gaze from the camera to a point off-camera. This creates ambiguity as to where exactly you're looking.
01593885-ed52-42f4-9ca2-a214817b651d,https://banodoco.s3.amazonaws.com/01593885-ed52-42f4-9ca2-a214817b651d_0.png,"The character in the image has a frowning expression on their face, which suggests that they're not looking at the camera. Their body position is also unattractive, as they appear to be leaning against a wall with their back facing away from the camera. This may indicate that they aren't interested in engaging with the camera, or perhaps they don't want to look at it.",https://banodoco.s3.amazonaws.com/01593885-ed52-42f4-9ca2-a214817b651d_1.png,"The man in the image has a serious expression on his face. He is looking away from the camera, which suggests that he is not looking at the camera directly. However, it's hard to tell whether or not he is actually looking at the camera.",Straighten from your leaning position. Rotate slightly to show your profile to the camera. Transition your frown to a serious expression. Maintain your gaze away from the camera.'
3494b3a2-b0c6-4dee-bf40-8d343cc9a1e0,https://banodoco.s3.amazonaws.com/3494b3a2-b0c6-4dee-bf40-8d343cc9a1e0_0.png,"The man in the image has a serious expression on his face. He is looking away from the camera, which suggests that he is not looking at the camera directly. However, it's hard to tell whether or not he is actually looking at the camera.",https://banodoco.s3.amazonaws.com/3494b3a2-b0c6-4dee-bf40-8d343cc9a1e0_1.png,"The elderly man in the image has a serious expression on his face and is looking straight at the camera. His facial expression suggests that he's contemplating something, which may indicate that he's not looking directly at the camera. However, it's also possible that he's taking a photo of himself or someone else to share with friends or family.","Shift your gaze towards the camera. Maintain your serious expression, but add a touch of thoughtfulness."
e4d45edb-b745-4bb9-a75b-b7bd726be888,https://banodoco.s3.amazonaws.com/e4d45edb-b745-4bb9-a75b-b7bd726be888_0.png,"The character in the image has a neutral facial expression and body position. They are standing on a green background, with their head tilted slightly to the side. There is no indication that they're looking at the camera, which may indicate that they're not looking at the camera.",https://banodoco.s3.amazonaws.com/e4d45edb-b745-4bb9-a75b-b7bd726be888_1.png,"The character in the image has a neutral facial expression and is standing with their back to the camera. Their body position is upright, which suggests that they're looking at the camera. However, it's unclear whether they're looking directly at the camera or not.",Turn around to face away from the camera while remaining upright. Neutral face remains unchanged.
72f6a700-937b-43da-a2a4-7facf78989ae,https://banodoco.s3.amazonaws.com/72f6a700-937b-43da-a2a4-7facf78989ae_0.png,"The character in the image has a neutral facial expression and is standing with their back to the camera. Their body position is upright, which suggests that they're looking at the camera. However, it's unclear whether they're looking directly at the camera or not.",https://banodoco.s3.amazonaws.com/72f6a700-937b-43da-a2a4-7facf78989ae_1.png,"The character in the image has a neutral facial expression and body position. They are standing on a green background, with their head tilted slightly to the side. There is no indication that they're looking at the camera, which may indicate that they're not focused on the camera.","Turn to face the camera directly, keeping your expression neutral. Tilt your head slightly to the side. Let your gaze drift away from the camera."
44cc27a4-af32-4de7-b51c-3fa9f4cabadf,https://banodoco.s3.amazonaws.com/44cc27a4-af32-4de7-b51c-3fa9f4cabadf_0.png,"The character in the image has a confused expression on their face, as if they are trying to figure out what's going on around them. Their body position is upright, with their head tilted upwards and looking up at the camera. They appear to be staring into space, which may indicate that they are experiencing some sort of mental or emotional disturbance. However, it is unclear whether they are looking directly at the camera or not.",https://banodoco.s3.amazonaws.com/44cc27a4-af32-4de7-b51c-3fa9f4cabadf_1.png,"The character in the image has a confused expression on their face, as if they are trying to figure out what's going on around them. Their body is tilted slightly towards the right side of the frame, suggesting that they are looking at the camera. However, there is no indication that they are looking directly at the camera.","""Maintain your confused expression. Tilt your body slightly towards the right, but don't look directly into the camera."""
ef8269b6-bad9-4b86-a365-292e195ce254,https://banodoco.s3.amazonaws.com/ef8269b6-bad9-4b86-a365-292e195ce254_0.png,"The character in the image has a confused expression on their face, as if they are trying to figure out what's going on around them. Their body is tilted slightly towards the right side of the frame, suggesting that they are looking at the camera. However, there is no indication that they are looking directly at the camera.",https://banodoco.s3.amazonaws.com/ef8269b6-bad9-4b86-a365-292e195ce254_1.png,"The character in the image has a confused expression on their face, as if they are trying to figure out what's going on around them. Their body position is upright, with their head tilted slightly up and down. They appear to be looking directly at the camera, which may indicate that they are staring into space or contemplating something important.","Straighten your body, tilt your head slightly upward. Maintain your confused expression while looking directly at the camera."
479b7171-5ed1-4498-905f-ad6ea4f80c24,https://banodoco.s3.amazonaws.com/479b7171-5ed1-4498-905f-ad6ea4f80c24_0.png,"The pregnant woman in the image has a sad expression on her face and is holding her baby girl close to her stomach. Her body position suggests that she's lying down, with her head resting on her belly. She appears to be looking at the camera, which may indicate that she's taking a photo or video of herself. However, it's unclear whether she's looking directly at the camera or not.",https://banodoco.s3.amazonaws.com/479b7171-5ed1-4498-905f-ad6ea4f80c24_1.png,"The character in the image has a sad expression on their face as they look at the camera. Their body position is upright, with their head tilted to the side and their hands resting on their stomach. They appear to be looking at the camera from a distance, which may indicate that they're not looking directly at the camera.","Shift from a lying position to sitting upright. Tilt your head to the side. Position your hands on your belly. Keep your sad expression and maintain gaze towards the camera, but with a sense of distance."
9e4c8296-d019-43be-bc07-9b2cf05cab28,https://banodoco.s3.amazonaws.com/9e4c8296-d019-43be-bc07-9b2cf05cab28_0.png,"The character in the image has a sad expression on their face as they look at the camera. Their body position is upright, with their head tilted to the side and their hands resting on their stomach. They appear to be looking at the camera from a distance, which may indicate that they're not looking directly at the camera.",https://banodoco.s3.amazonaws.com/9e4c8296-d019-43be-bc07-9b2cf05cab28_1.png,"The pregnant woman in the image has a worried expression on her face and is looking at the camera. Her body position suggests that she's sitting or lying down, with her head tilted slightly to one side. She may be experiencing some sort of discomfort related to her pregnancy, such as feeling constipated or having trouble breathing due to an increased amount of fluid in her abdomen. This character appears to be facing away from the camera, which could indicate that they aren't looking directly at the camera.","Change your expression from sadness to concern. Transition from standing to a seated or supine position. Maintain tilted head, but shift gaze to a point slightly off-camera. Gesture toward your abdomen to indicate distress.
"
e9a8f47c-2580-47db-93eb-a1d5a03137cb,https://banodoco.s3.amazonaws.com/e9a8f47c-2580-47db-93eb-a1d5a03137cb_0.png,"The character in the image has a serious facial expression and body position. He is standing on a black background, with his head tilted to the side and his beard covering most of his face. His eyes are closed, suggesting that he is not looking directly at the camera. However, it's possible that he is staring off into space or away from the camera.",https://banodoco.s3.amazonaws.com/e9a8f47c-2580-47db-93eb-a1d5a03137cb_1.png,"The man in the image has a sad expression on his face and is holding a piece of bread. His body position is upright, with his head tilted slightly to the side. He is looking at the camera, which suggests that he's not looking at the camera directly.",Open your eyes and focus on the camera. Replace your serious expression with a sad one. Hold a piece of bread in your hand.
2832a3c5-d5d6-428b-beeb-172fc29b1abf,https://banodoco.s3.amazonaws.com/2832a3c5-d5d6-428b-beeb-172fc29b1abf_0.png,"The man in the image has a sad expression on his face and is holding a piece of bread. His body position is upright, with his head tilted slightly to the side. He is looking at the camera, which suggests that he's not looking at the camera directly.",https://banodoco.s3.amazonaws.com/2832a3c5-d5d6-428b-beeb-172fc29b1abf_1.png,"The man in the image has a sad expression on his face and is staring up at the camera. His body position is upright, with his head tilted slightly to the side. He's holding a loaf of bread in one hand and looking up at the camera with the other. This character appears to be contemplating something or reflecting on their situation.","Shift your gaze upward, as if deep in thought. Swap the piece of bread for a full loaf. Continue to keep the hand relaxed at your side. Maintain the rest."
